Time,cali_obs_5,cali_obs_35,cali_obs_37,cali_obs_65
30/06/1972 00:00,64.2522,42.8871,35.1553,26.7177
01/07/1972 00:00,64.2502,42.8866,35.1429,26.7147
02/07/1972 00:00,64.2482,42.8861,35.1312,26.7116
03/07/1972 00:00,64.2463,42.8856,35.1197,26.7084
04/07/1972 00:00,64.2443,42.8851,35.1097,26.705
05/07/1972 00:00,64.2347,42.8845,35.0995,26.7014
06/07/1972 00:00,64.2338,42.8837,35.0846,26.692
07/07/1972 00:00,64.2322,42.8829,35.0762,26.6879
08/07/1972 00:00,64.2241,42.8745,35.0618,26.6735
09/07/1972 00:00,64.2228,42.8736,35.0578,26.6712
10/07/1972 00:00,64.2214,42.8726,35.0547,26.6549
11/07/1972 00:00,64.2199,42.8715,35.0471,26.6521
12/07/1972 00:00,64.2184,42.8632,35.0387,26.6485
13/07/1972 00:00,64.2167,42.862,35.0289,26.6442
14/07/1972 00:00,64.2152,42.8606,35.0187,26.6395
15/07/1972 00:00,64.2137,42.8591,35.0092,26.6346
16/07/1972 00:00,64.2116,42.8571,34.9963,26.6285
17/07/1972 00:00,64.2004,42.8561,34.9852,26.5452
18/07/1972 00:00,64.1985,42.854,34.9737,26.584
19/07/1972 00:00,64.1959,42.8521,34.9633,26.5797
20/07/1972 00:00,64.1932,42.85,34.9505,26.575
21/07/1972 00:00,64.19,42.8475,34.936,26.5691
22/07/1972 00:00,64.1879,42.8456,34.9234,26.5647
23/07/1972 00:00,64.1853,42.8369,34.9111,26.5598
24/07/1972 00:00,64.1828,42.8346,34.9011,26.5551
25/07/1972 00:00,64.177,42.826,34.8955,26.5369
26/07/1972 00:00,64.1748,42.8242,34.8897,26.5343
27/07/1972 00:00,64.1724,42.8216,34.8915,26.5314
28/07/1972 00:00,64.1702,42.8191,34.9078,26.5285
29/07/1972 00:00,64.1679,42.8164,34.9232,26.5252
30/07/1972 00:00,64.1654,42.8136,34.9359,26.5216
31/07/1972 00:00,64.1464,42.8025,34.9429,26.5212
01/08/1972 00:00,64.1449,42.7764,34.9681,26.523
02/08/1972 00:00,64.1432,42.772,35.007,26.5255
03/08/1972 00:00,64.1414,42.7701,35.0344,26.5269
04/08/1972 00:00,64.1394,42.768,35.0447,26.5264
05/08/1972 00:00,64.1375,42.7662,35.0465,26.5249
06/08/1972 00:00,64.1356,42.7644,35.0456,26.5233
07/08/1972 00:00,64.1331,42.7616,35.0393,26.5214
08/08/1972 00:00,64.1361,42.7605,35.0328,26.5186
09/08/1972 00:00,64.1341,42.7522,35.0212,26.5166
10/08/1972 00:00,64.1319,42.7504,35.0221,26.5152
11/08/1972 00:00,64.1299,42.7485,35.0222,26.5188
12/08/1972 00:00,64.1273,42.7459,35.0193,26.5453
13/08/1972 00:00,64.1257,42.7448,35.0076,26.5547
14/08/1972 00:00,64.1237,42.7434,35.002,26.5706
15/08/1972 00:00,64.1217,42.7423,34.9969,26.5883
16/08/1972 00:00,64.1197,42.7414,34.9937,26.6045
17/08/1972 00:00,64.1176,42.7408,34.9847,26.619
18/08/1972 00:00,64.1098,42.7303,34.9787,26.6317
19/08/1972 00:00,64.0999,42.7319,34.9722,26.6306
20/08/1972 00:00,64.0998,42.7322,34.9708,26.6355
21/08/1972 00:00,64.098,42.7327,34.9654,26.66
22/08/1972 00:00,64.0963,42.7405,34.9582,26.6615
23/08/1972 00:00,64.0945,42.7413,34.9505,26.6625
24/08/1972 00:00,64.0927,42.7426,34.943,26.6628
25/08/1972 00:00,64.0903,42.7432,34.9348,26.6616
26/08/1972 00:00,64.0889,42.7453,34.9261,26.6616
27/08/1972 00:00,64.0871,42.7467,34.9173,26.6524
28/08/1972 00:00,64.0853,42.7523,34.9076,26.6511
29/08/1972 00:00,64.0836,42.7538,34.8983,26.644
30/08/1972 00:00,64.0757,42.7549,34.8927,26.6372
31/08/1972 00:00,64.0744,42.7559,34.8832,26.6345
01/09/1972 00:00,64.073,42.7567,34.8749,26.6316
02/09/1972 00:00,64.0716,42.7573,34.8694,26.6285
03/09/1972 00:00,64.0703,42.7578,34.86,26.6193
04/09/1972 00:00,64.0691,42.7582,34.852,26.6159
05/09/1972 00:00,64.0679,42.7584,34.8469,26.606
06/09/1972 00:00,64.0605,42.7585,34.8382,26.6024
07/09/1972 00:00,64.0595,42.7582,34.8311,26.5935
08/09/1972 00:00,64.0587,42.7578,34.8264,26.5896
09/09/1972 00:00,64.0579,42.7574,34.819,26.5789
10/09/1972 00:00,64.057,42.7568,34.8153,26.5751
11/09/1972 00:00,64.0499,42.7562,34.8128,26.5587
12/09/1972 00:00,64.0491,42.7553,34.813,26.5558
13/09/1972 00:00,64.0484,42.7545,34.8141,26.5525
14/09/1972 00:00,64.0477,42.7533,34.8139,26.5488
15/09/1972 00:00,64.047,42.7522,34.8123,26.4945
16/09/1972 00:00,64.0463,42.7511,34.8101,26.5118
17/09/1972 00:00,64.0368,42.7444,34.8079,26.509
18/09/1972 00:00,64.0365,42.7432,34.807,26.5061
19/09/1972 00:00,64.0361,42.7417,34.8097,26.5034
20/09/1972 00:00,64.0356,42.7401,34.8133,26.5003
21/09/1972 00:00,64.035,42.7386,34.8152,26.4922
22/09/1972 00:00,64.0343,42.7367,34.8156,26.4886
23/09/1972 00:00,64.0336,42.7349,34.8153,26.485
24/09/1972 00:00,64.033,42.7331,34.8148,26.4812
25/09/1972 00:00,64.0318,42.7304,34.8136,26.4764
26/09/1972 00:00,64.0313,42.7291,34.8122,26.4727
27/09/1972 00:00,64.0304,42.721,34.8104,26.4686
28/09/1972 00:00,64.0294,42.7186,34.8025,26.464
29/09/1972 00:00,64.0285,42.7164,34.8005,26.4516
30/09/1972 00:00,64.0275,42.7143,34.7984,26.448
01/10/1972 00:00,64.0264,42.7122,34.7864,26.4438
02/10/1972 00:00,64.0254,42.7099,34.7817,26.4393
03/10/1972 00:00,64.0242,42.701,34.7815,26.4346
04/10/1972 00:00,64.0227,42.6986,34.7785,26.4221
05/10/1972 00:00,64.0213,42.6961,34.7779,26.4182
06/10/1972 00:00,64.0198,42.6937,34.7733,26.4136
07/10/1972 00:00,64.0184,42.6913,34.7698,26.4088
08/10/1972 00:00,64.0168,42.6822,34.7689,26.4039
09/10/1972 00:00,63.9748,42.6796,34.7638,26.399
10/10/1972 00:00,63.9843,42.6771,34.7595,26.3866
11/10/1972 00:00,63.9842,42.6744,34.758,26.3818
12/10/1972 00:00,63.9838,42.6642,34.7526,26.3769
13/10/1972 00:00,63.9833,42.6621,34.7481,26.3718
14/10/1972 00:00,63.9827,42.6596,34.7465,26.3668
15/10/1972 00:00,63.982,42.6569,34.7415,26.3539
16/10/1972 00:00,63.9813,42.6541,34.7376,26.3496
17/10/1972 00:00,63.9804,42.644,34.7361,26.3446
18/10/1972 00:00,63.9741,42.6411,34.7311,26.3396
19/10/1972 00:00,63.9729,42.6392,34.7267,26.3348
20/10/1972 00:00,63.9718,42.6292,34.7252,26.3299
21/10/1972 00:00,63.9707,42.627,34.72,26.3163
22/10/1972 00:00,63.9515,42.6054,34.7191,26.3131
23/10/1972 00:00,63.9613,42.6054,34.718,26.3089
24/10/1972 00:00,63.9604,42.6031,34.7142,26.3052
25/10/1972 00:00,63.9591,42.6004,34.7166,26.3016
26/10/1972 00:00,63.9577,42.5975,34.725,26.2979
27/10/1972 00:00,63.9561,42.5945,34.7284,26.2847
28/10/1972 00:00,63.9447,42.5915,34.7309,26.2809
29/10/1972 00:00,63.9454,42.5834,34.7366,26.2767
30/10/1972 00:00,63.9432,42.58,34.7375,26.2722
31/10/1972 00:00,63.9424,42.5773,34.7385,26.2679
01/11/1972 00:00,63.941,42.5742,34.7397,26.2634
02/11/1972 00:00,63.9395,42.5712,34.7417,26.2591
03/11/1972 00:00,63.9379,42.5682,34.7447,26.2548
04/11/1972 00:00,63.9363,42.5651,34.7475,26.2503
05/11/1972 00:00,63.9272,42.562,34.7497,26.2457
06/11/1972 00:00,63.9256,42.5588,34.7515,26.2412
07/11/1972 00:00,63.924,42.5558,34.753,26.2366
08/11/1972 00:00,63.9222,42.547,34.7549,26.2321
09/11/1972 00:00,63.9139,42.544,34.7579,26.2278
10/11/1972 00:00,63.9124,42.541,34.763,26.2236
11/11/1972 00:00,63.9012,42.5318,34.769,26.2205
12/11/1972 00:00,63.8999,42.5288,34.7858,26.2188
13/11/1972 00:00,63.8982,42.5257,34.816,26.2175
14/11/1972 00:00,63.8965,42.5226,34.851,26.216
15/11/1972 00:00,63.8946,42.5195,34.8918,26.2145
16/11/1972 00:00,63.8919,42.516,34.9213,26.2131
17/11/1972 00:00,63.8904,42.5133,34.9467,26.2114
18/11/1972 00:00,63.8801,42.5037,34.9648,26.2093
19/11/1972 00:00,63.8784,42.5007,34.9794,26.2065
20/11/1972 00:00,63.8767,42.4977,34.9876,26.2035
21/11/1972 00:00,63.875,42.4947,34.9937,26.1999
22/11/1972 00:00,63.8668,42.485,34.9962,26.1969
23/11/1972 00:00,63.8534,42.4821,35.0058,26.1943
24/11/1972 00:00,63.8516,42.4788,35.0248,26.1997
25/11/1972 00:00,63.8506,42.476,35.0422,26.1964
26/11/1972 00:00,63.849,42.4731,35.0498,26.2006
27/11/1972 00:00,63.8474,42.4633,35.0554,26.1982
28/11/1972 00:00,63.8457,42.4604,35.0596,26.2038
29/11/1972 00:00,63.844,42.4575,35.059,26.2118
30/11/1972 00:00,63.8423,42.4099,35.056,26.2119
01/12/1972 00:00,63.8401,42.409,35.0612,26.223
02/12/1972 00:00,63.8374,42.4062,35.0717,26.2315
03/12/1972 00:00,63.8357,42.4046,35.0913,26.2391
04/12/1972 00:00,63.8336,42.4027,35.1138,26.2688
05/12/1972 00:00,63.8262,42.4009,35.1321,26.2859
06/12/1972 00:00,63.8244,42.3991,35.1419,26.2982
07/12/1972 00:00,63.8226,42.3976,35.1599,26.3127
08/12/1972 00:00,63.8207,42.3963,35.1848,26.3282
09/12/1972 00:00,63.8188,42.3909,35.2141,26.3463
10/12/1972 00:00,63.8109,42.389,35.2467,26.3632
11/12/1972 00:00,63.8093,42.3876,35.2741,26.3807
12/12/1972 00:00,63.8077,42.3864,35.2938,26.4133
13/12/1972 00:00,63.806,42.3852,35.3093,26.4467
14/12/1972 00:00,63.7986,42.3842,35.323,26.4796
15/12/1972 00:00,63.7972,42.3835,35.3345,26.52
16/12/1972 00:00,63.7957,42.3834,35.3493,26.5671
17/12/1972 00:00,63.7941,42.384,35.3576,26.6037
18/12/1972 00:00,63.786,42.3858,35.363,26.647
19/12/1972 00:00,63.7851,42.3895,35.3631,26.6832
20/12/1972 00:00,63.7842,42.4305,35.3614,26.6987
21/12/1972 00:00,63.7839,42.4576,35.3584,26.7184
22/12/1972 00:00,63.7846,42.4905,35.3531,26.7293
23/12/1972 00:00,63.7872,42.5248,35.3444,26.7385
24/12/1972 00:00,63.7924,42.5555,35.3383,26.7467
25/12/1972 00:00,63.8067,42.588,35.336,26.7539
26/12/1972 00:00,63.8261,42.6309,35.332,26.7602
27/12/1972 00:00,63.8492,42.6657,35.3278,26.7567
28/12/1972 00:00,63.8795,42.6905,35.3234,26.7612
29/12/1972 00:00,63.9262,42.7051,35.3188,26.7487
30/12/1972 00:00,63.9596,42.7156,35.3139,26.7513
31/12/1972 00:00,63.9855,42.724,35.3092,26.7371
01/01/1973 00:00,64.0004,42.7705,35.304,26.7387
02/01/1973 00:00,64.0511,42.7826,35.299,26.7397
03/01/1973 00:00,64.066,42.7896,35.2938,26.7345
04/01/1973 00:00,64.0811,42.802,35.2891,26.7291
05/01/1973 00:00,64.0939,42.8125,35.2848,26.729
06/01/1973 00:00,64.1042,42.8174,35.2804,26.722
07/01/1973 00:00,64.1151,42.8261,35.2768,26.7151
08/01/1973 00:00,64.1193,42.8296,35.2737,26.7142
09/01/1973 00:00,64.1353,42.8377,35.2721,26.6832
10/01/1973 00:00,64.1451,42.8402,35.2668,26.6829
11/01/1973 00:00,64.152,42.8463,35.2629,26.6831
12/01/1973 00:00,64.1518,42.848,35.261,26.6772
13/01/1973 00:00,64.1589,42.849,35.2558,26.6778
14/01/1973 00:00,64.157,42.8498,35.2538,26.6776
15/01/1973 00:00,64.1626,42.8561,35.2481,26.6704
16/01/1973 00:00,64.1601,42.8562,35.2463,26.6701
17/01/1973 00:00,64.1648,42.8561,35.2454,26.6612
18/01/1973 00:00,64.1613,42.8559,35.2448,26.6612
19/01/1973 00:00,64.1584,42.8556,35.2431,26.6604
20/01/1973 00:00,64.1554,42.8551,35.2408,26.6513
21/01/1973 00:00,64.1583,42.8544,35.238,26.65
22/01/1973 00:00,64.1552,42.8536,35.2381,26.6406
23/01/1973 00:00,64.1519,42.8528,35.2356,26.6401
24/01/1973 00:00,64.1487,42.8518,35.2358,26.639
25/01/1973 00:00,64.1455,42.8508,35.2337,26.6291
26/01/1973 00:00,64.1423,42.8497,35.2338,26.628
27/01/1973 00:00,64.1442,42.8485,35.2309,26.6268
28/01/1973 00:00,64.1408,42.8473,35.2321,26.626
29/01/1973 00:00,64.1373,42.8461,35.2321,26.6158
30/01/1973 00:00,64.1338,42.8449,35.2399,26.6151
31/01/1973 00:00,64.1303,42.8436,35.2434,26.6141
01/02/1973 00:00,64.1269,42.8424,35.2467,26.6132
02/02/1973 00:00,64.1235,42.8411,35.2516,26.6123
03/02/1973 00:00,64.1201,42.8399,35.2574,26.6113
04/02/1973 00:00,64.1168,42.8386,35.2629,26.6102
05/02/1973 00:00,64.1134,42.8374,35.267,26.6091
06/02/1973 00:00,64.11,42.8362,35.2663,26.6006
07/02/1973 00:00,64.1065,42.835,35.2689,26.6002
08/02/1973 00:00,64.1031,42.8339,35.2691,26.6
09/02/1973 00:00,64.0997,42.8328,35.2718,26.6
10/02/1973 00:00,64.0964,42.8317,35.2747,26.6001
11/02/1973 00:00,64.0931,42.8307,35.2785,26.5999
12/02/1973 00:00,64.0898,42.8298,35.273,26.5997
13/02/1973 00:00,64.0864,42.8289,35.2704,26.5999
14/02/1973 00:00,64.0758,42.8281,35.2803,26.6024
15/02/1973 00:00,64.0725,42.8272,35.3149,26.6059
16/02/1973 00:00,64.0693,42.8264,35.345,26.6088
17/02/1973 00:00,64.0661,42.8257,35.3616,26.6114
18/02/1973 00:00,64.063,42.825,35.3715,26.6141
19/02/1973 00:00,64.0588,42.8239,35.3901,26.6264
20/02/1973 00:00,64.0565,42.8237,35.407,26.6301
21/02/1973 00:00,64.0535,42.8233,35.4151,26.6448
22/02/1973 00:00,64.0505,42.8229,35.4149,26.6642
23/02/1973 00:00,64.0475,42.8227,35.413,26.6847
24/02/1973 00:00,64.0445,42.8228,35.4107,26.7043
25/02/1973 00:00,64.0416,42.8231,35.4047,26.7264
26/02/1973 00:00,64.0388,42.8237,35.4015,26.7731
27/02/1973 00:00,64.0361,42.8248,35.3936,26.7924
28/02/1973 00:00,64.026,42.8262,35.3859,26.8049
01/03/1973 00:00,64.0246,42.8373,35.3817,26.8115
02/03/1973 00:00,64.0224,42.8395,35.3728,26.8229
03/03/1973 00:00,64.0202,42.8416,35.3659,26.8257
04/03/1973 00:00,64.0182,42.851,35.3652,26.825
05/03/1973 00:00,64.0159,42.8532,35.368,26.828
06/03/1973 00:00,64.0155,42.8643,35.3677,26.8393
07/03/1973 00:00,64.0149,42.8661,35.3706,26.8421
08/03/1973 00:00,64.015,42.868,35.3686,26.8444
09/03/1973 00:00,64.0159,42.8778,35.3659,26.8407
10/03/1973 00:00,64.0173,42.8793,35.3626,26.8426
11/03/1973 00:00,64.026,42.8807,35.3539,26.844
12/03/1973 00:00,64.0281,42.889,35.3492,26.8451
13/03/1973 00:00,64.0356,42.8901,35.3401,26.8397
14/03/1973 00:00,64.0379,42.8909,35.3316,26.84
15/03/1973 00:00,64.0443,42.8916,35.3235,26.8401
16/03/1973 00:00,64.0461,42.8992,35.3191,26.8327
17/03/1973 00:00,64.0833,42.8997,35.3118,26.8323
18/03/1973 00:00,64.0869,42.9001,35.3089,26.8319
19/03/1973 00:00,64.0963,42.9002,35.3075,26.8139
20/03/1973 00:00,64.099,42.9004,35.3061,26.8015
21/03/1973 00:00,64.1074,42.9005,35.3032,26.7951
22/03/1973 00:00,64.1097,42.9071,35.2987,26.7954
23/03/1973 00:00,64.1176,42.9071,35.2908,26.7946
24/03/1973 00:00,64.1193,42.9069,35.2845,26.7939
25/03/1973 00:00,64.1207,42.9066,35.2741,26.7863
26/03/1973 00:00,64.1277,42.9062,35.2652,26.7842
27/03/1973 00:00,64.1287,42.9056,35.2592,26.7822
28/03/1973 00:00,64.1296,42.9051,35.2537,26.7733
29/03/1973 00:00,64.1304,42.9047,35.2448,26.751
30/03/1973 00:00,64.1306,42.9036,35.2408,26.7579
31/03/1973 00:00,64.131,42.9028,35.2361,26.756
01/04/1973 00:00,64.1311,42.9019,35.2312,26.7437
02/04/1973 00:00,64.1306,42.9004,35.2287,26.7425
03/04/1973 00:00,64.1311,42.8999,35.2287,26.742
04/04/1973 00:00,64.1311,42.8988,35.2269,26.7407
05/04/1973 00:00,64.1309,42.8977,35.2271,26.7382
06/04/1973 00:00,64.1305,42.8966,35.2275,26.7272
07/04/1973 00:00,64.13,42.8954,35.2355,26.7264
08/04/1973 00:00,64.1294,42.8942,35.2485,26.7202
09/04/1973 00:00,64.1283,42.8922,35.2543,26.7178
10/04/1973 00:00,64.1281,42.8915,35.2512,26.7157
11/04/1973 00:00,64.1274,42.8901,35.2469,26.7129
12/04/1973 00:00,64.1265,42.8807,35.2429,26.7105
13/04/1973 00:00,64.1255,42.8801,35.2436,26.6992
14/04/1973 00:00,64.1245,42.8786,35.2411,26.6976
15/04/1973 00:00,64.1234,42.877,35.2372,26.6952
16/04/1973 00:00,64.1223,42.8754,35.2338,26.693
17/04/1973 00:00,64.1211,42.8738,35.2306,26.6907
18/04/1973 00:00,64.1199,42.8722,35.2257,26.6885
19/04/1973 00:00,64.1186,42.8706,35.2201,26.6862
20/04/1973 00:00,64.1173,42.8607,35.215,26.6841
21/04/1973 00:00,64.116,42.8602,35.2115,26.6825
22/04/1973 00:00,64.1145,42.859,35.2081,26.6806
23/04/1973 00:00,64.113,42.8576,35.203,26.6783
24/04/1973 00:00,64.1115,42.8563,35.1934,26.6758
25/04/1973 00:00,64.1035,42.8549,35.1874,26.6732
26/04/1973 00:00,64.1023,42.8464,35.1766,26.6703
27/04/1973 00:00,64.1009,42.845,35.171,26.6675
28/04/1973 00:00,64.0993,42.8443,35.1658,26.6585
29/04/1973 00:00,64.0977,42.8433,35.1568,26.6558
30/04/1973 00:00,64.0962,42.8422,35.1511,26.6527
01/05/1973 00:00,64.0881,42.8331,35.1419,26.6493
02/05/1973 00:00,64.0824,42.8284,35.1377,26.6378
03/05/1973 00:00,64.0793,42.8234,35.1365,26.6349
04/05/1973 00:00,64.0782,42.8235,35.1343,26.6316
05/05/1973 00:00,64.0766,42.8222,35.1304,26.6279
06/05/1973 00:00,64.0308,42.8083,35.1264,26.6242
07/05/1973 00:00,64.0325,42.8078,35.1244,26.6209
08/05/1973 00:00,64.0327,42.8063,35.1275,26.6174
09/05/1973 00:00,64.033,42.8047,35.1274,26.6073
10/05/1973 00:00,64.0332,42.8032,35.141,26.6042
11/05/1973 00:00,64.0335,42.8016,35.1498,26.6009
12/05/1973 00:00,64.0322,42.7995,35.159,26.5974
13/05/1973 00:00,64.0333,42.7982,35.1662,26.5945
14/05/1973 00:00,64.0335,42.7965,35.1723,26.5911
15/05/1973 00:00,64.0334,42.7899,35.1727,26.5875
16/05/1973 00:00,64.0332,42.7882,35.1709,26.5766
17/05/1973 00:00,64.0329,42.7864,35.1667,26.5721
18/05/1973 00:00,64.0326,42.7845,35.156,26.5674
19/05/1973 00:00,64.0258,42.7825,35.1452,26.5623
20/05/1973 00:00,64.0265,42.7807,35.1338,26.5572
21/05/1973 00:00,64.0264,42.7788,35.1242,26.545
22/05/1973 00:00,64.0262,42.7768,35.1141,26.5399
23/05/1973 00:00,64.0258,42.7694,35.1036,26.5349
24/05/1973 00:00,64.0256,42.7674,35.096,26.5299
25/05/1973 00:00,64.0137,42.7562,35.0921,26.5172
26/05/1973 00:00,64.0143,42.7543,35.0834,26.5126
27/05/1973 00:00,64.0142,42.7524,35.0739,26.5076
28/05/1973 00:00,64.0139,42.7503,35.0643,26.5021
29/05/1973 00:00,64.0139,42.7482,35.054,26.4657
30/05/1973 00:00,64.0136,42.7459,35.0397,26.4611
31/05/1973 00:00,64.0134,42.7437,35.0298,26.4561
01/06/1973 00:00,64.0134,42.7414,35.0212,26.4513
02/06/1973 00:00,64.0046,42.7393,35.0171,26.447
03/06/1973 00:00,64.005,42.7297,35.0159,26.4428
04/06/1973 00:00,64.005,42.7278,35.0153,26.4394
05/06/1973 00:00,64.0048,42.7256,35.02,26.4363
06/06/1973 00:00,63.9933,42.7232,35.0272,26.4324
07/06/1973 00:00,63.996,42.7208,35.0249,26.4282
08/06/1973 00:00,63.9963,42.7184,35.0198,26.4239
09/06/1973 00:00,63.9965,42.716,35.0095,26.4194
10/06/1973 00:00,63.9966,42.7085,34.9995,26.4147
11/06/1973 00:00,63.9745,42.7063,34.9841,26.401
12/06/1973 00:00,63.9893,42.6973,34.9783,26.3973
13/06/1973 00:00,63.9895,42.6948,34.976,26.3928
14/06/1973 00:00,63.9894,42.6922,34.9695,26.3879
15/06/1973 00:00,63.9895,42.6897,34.9661,26.3828
16/06/1973 00:00,63.9895,42.6871,34.9574,26.3775
17/06/1973 00:00,63.9887,42.6841,34.9483,26.3714
18/06/1973 00:00,63.9892,42.6817,34.939,26.3659
19/06/1973 00:00,63.9816,42.6204,34.9283,26.3599
20/06/1973 00:00,63.9817,42.6678,34.9177,26.3537
21/06/1973 00:00,63.9817,42.6655,34.9066,26.3475
22/06/1973 00:00,63.9815,42.6627,34.8954,26.3411
23/06/1973 00:00,63.9734,42.6599,34.8839,26.3348
24/06/1973 00:00,63.9733,42.657,34.8735,26.3217
25/06/1973 00:00,63.9731,42.6211,34.8626,26.3152
26/06/1973 00:00,63.9673,42.619,34.8521,26.309
27/06/1973 00:00,63.9608,42.6171,34.844,26.297
28/06/1973 00:00,63.961,42.6102,34.8408,26.2926
29/06/1973 00:00,63.9609,42.6107,34.8407,26.2877
30/06/1973 00:00,63.9606,42.6087,34.8393,26.2584
01/07/1973 00:00,63.9602,42.6067,34.8362,26.27
02/07/1973 00:00,63.9595,42.6044,34.8321,26.2645
03/07/1973 00:00,63.9589,42.5954,34.8232,26.2586
04/07/1973 00:00,63.9529,42.5936,34.815,26.2526
05/07/1973 00:00,63.9524,42.5916,34.8063,26.242
06/07/1973 00:00,63.9517,42.5894,34.7964,26.2361
07/07/1973 00:00,63.9509,42.5871,34.7872,26.2298
08/07/1973 00:00,63.9503,42.5734,34.7778,26.2235
09/07/1973 00:00,63.9428,42.5743,34.7724,26.2087
10/07/1973 00:00,63.9423,42.5722,34.7616,26.203
11/07/1973 00:00,63.9414,42.5697,34.7497,26.1972
12/07/1973 00:00,63.9405,42.5672,34.741,26.1912
13/07/1973 00:00,63.9396,42.5648,34.7334,26.1852
14/07/1973 00:00,63.9379,42.5616,34.7247,26.1787
15/07/1973 00:00,63.9374,42.5598,34.717,26.1728
16/07/1973 00:00,63.9305,42.5501,34.7125,26.1585
17/07/1973 00:00,63.93,42.5479,34.7041,26.1528
18/07/1973 00:00,63.9221,42.535,34.7004,26.1474
19/07/1973 00:00,63.9213,42.5328,34.697,26.1302
20/07/1973 00:00,63.9203,42.5301,34.691,26.1268
21/07/1973 00:00,63.9191,42.5273,34.6894,26.1222
22/07/1973 00:00,63.9116,42.5252,34.6879,26.1175
23/07/1973 00:00,63.9105,42.5136,34.6864,26.1127
24/07/1973 00:00,63.9093,42.5116,34.6849,26.1078
25/07/1973 00:00,63.9015,42.489,34.6832,26.103
26/07/1973 00:00,63.9004,42.5007,34.6779,26.0979
27/07/1973 00:00,63.8992,42.4982,34.6788,26.0928
28/07/1973 00:00,63.8916,42.4826,34.6845,26.0816
29/07/1973 00:00,63.8904,42.4814,34.6865,26.0769
30/07/1973 00:00,63.8892,42.4789,34.6875,26.0718
31/07/1973 00:00,63.8878,42.476,34.6869,26.0664
01/08/1973 00:00,63.8608,42.4733,34.6853,26.0607
02/08/1973 00:00,63.8615,42.4642,34.6793,26.0495
03/08/1973 00:00,63.8606,42.4614,34.6767,26.0441
04/08/1973 00:00,63.8565,42.4576,34.6707,26.0388
05/08/1973 00:00,63.8567,42.4514,34.6639,26.0333
06/08/1973 00:00,63.8567,42.4485,34.657,26.0277
07/08/1973 00:00,63.8565,42.4456,34.6549,26.0222
08/08/1973 00:00,63.8486,42.4426,34.6491,26.0168
09/08/1973 00:00,63.8518,42.4396,34.6487,26.0121
10/08/1973 00:00,63.8514,42.4365,34.6517,26.0076
11/08/1973 00:00,63.8389,42.4263,34.6605,26.003
12/08/1973 00:00,63.842,42.424,34.6639,25.9981
13/08/1973 00:00,63.8416,42.4209,34.6649,25.9928
14/08/1973 00:00,63.8411,42.4179,34.6642,25.9872
15/08/1973 00:00,63.8397,42.4142,34.6628,25.9811
16/08/1973 00:00,63.8397,42.4114,34.655,25.975
17/08/1973 00:00,63.8389,42.4082,34.6493,25.9689
18/08/1973 00:00,63.8382,42.4049,34.642,25.9626
19/08/1973 00:00,63.83,42.3962,34.6355,25.9566
20/08/1973 00:00,63.8293,42.393,34.6329,25.9505
21/08/1973 00:00,63.8185,42.3836,34.6269,25.9388
22/08/1973 00:00,63.8185,42.3804,34.621,25.9335
23/08/1973 00:00,63.8178,42.3772,34.6189,25.9281
24/08/1973 00:00,63.817,42.3739,34.6128,25.9225
25/08/1973 00:00,63.8064,42.3637,34.6083,25.9169
26/08/1973 00:00,63.8064,42.3601,34.6027,25.9109
27/08/1973 00:00,63.8062,42.357,34.5969,25.905
28/08/1973 00:00,63.8054,42.3538,34.5941,25.8989
29/08/1973 00:00,63.8045,42.3504,34.5872,25.8936
30/08/1973 00:00,63.795,42.347,34.5817,25.8814
31/08/1973 00:00,63.7922,42.3376,34.5793,25.876
01/09/1973 00:00,63.7914,42.3214,34.5698,25.871
02/09/1973 00:00,63.7786,42.3181,34.5704,25.8667
03/09/1973 00:00,63.7782,42.3148,34.5799,25.8627
04/09/1973 00:00,63.7775,42.3115,34.5975,25.8585
05/09/1973 00:00,63.7765,42.308,34.6123,25.854
06/09/1973 00:00,63.7754,42.3046,34.6174,25.8423
07/09/1973 00:00,63.7743,42.2588,34.62,25.8378
08/09/1973 00:00,63.7726,42.2706,34.6208,25.8331
09/09/1973 00:00,63.7718,42.2687,34.6212,25.8282
10/09/1973 00:00,63.7705,42.2664,34.6208,25.8229
11/09/1973 00:00,63.7692,42.264,34.6176,25.8176
12/09/1973 00:00,63.7623,42.2616,34.6164,25.8122
13/09/1973 00:00,63.7611,42.2591,34.6108,25.8068
14/09/1973 00:00,63.7597,42.2567,34.606,25.8014
15/09/1973 00:00,63.7582,42.2544,34.6041,25.7959
16/09/1973 00:00,63.7568,42.2465,34.5949,25.7904
17/09/1973 00:00,63.7496,42.2438,34.5933,25.7849
18/09/1973 00:00,63.7481,42.2412,34.5833,25.7799
19/09/1973 00:00,63.7465,42.2389,34.5788,25.7746
20/09/1973 00:00,63.745,42.2296,34.5756,25.7694
21/09/1973 00:00,63.7373,42.2279,34.5748,25.7578
22/09/1973 00:00,63.727,42.2035,34.57,25.7529
23/09/1973 00:00,63.7261,42.2173,34.5696,25.7489
24/09/1973 00:00,63.7245,42.2148,34.5717,25.7458
25/09/1973 00:00,63.7229,42.2123,34.5813,25.7425
26/09/1973 00:00,63.7212,42.1986,34.5981,25.7394
27/09/1973 00:00,63.7193,42.1976,34.6215,25.7364
28/09/1973 00:00,63.7104,42.1953,34.6411,25.7331
