LATITUDE,LONGITUDE,SATELLITE,CONFIDENCE,VERSION,BRIGHT_T31,FRP,DAYNIGHT
18.7660400000,104.1823600000,A,"72",6.1NRT,297.3300000000,29.2500000000,D
18.6572600000,103.5847300000,A,"72",6.1NRT,296.6300000000,29.7900000000,D
18.6535700000,103.5646700000,A,"90",6.1NRT,296.4000000000,115.9300000000,D
18.6499200000,103.5448200000,A,"52",6.1NRT,295.3100000000,25.3400000000,D
18.3907500000,102.1676400000,A,"86",6.1NRT,295.4900000000,117.1700000000,D
18.3539800000,101.8991900000,A,"69",6.1NRT,296.0500000000,39.9800000000,D
18.4530100000,102.3406700000,A,"38",6.1NRT,295.2600000000,25.0100000000,D
18.4143000000,102.1364400000,A,"71",6.1NRT,294.4500000000,40.9900000000,D
18.4091900000,102.1095300000,A,"89",6.1NRT,293.8200000000,159.3300000000,D
18.8053300000,104.1921200000,A,"74",6.1NRT,297.8700000000,32.2700000000,D
18.8023600000,104.1753700000,A,"73",6.1NRT,297.3600000000,31.5600000000,D
18.7857700000,103.8659700000,A,"42",6.1NRT,297.5800000000,21.6900000000,D
18.7823700000,103.8466600000,A,"36",6.1NRT,296.7700000000,19.0400000000,D
18.4463100000,101.9910200000,A,"79",6.1NRT,296.0300000000,76.0900000000,D
18.4003800000,101.7453100000,A,"58",6.1NRT,296.3600000000,31.0700000000,D
18.3356700000,101.4022100000,A,"66",6.1NRT,296.3700000000,45.2300000000,D
18.4248100000,102.0167500000,A,"49",6.1NRT,295.8200000000,23.2800000000,D
18.7876200000,103.8590900000,A,"74",6.1NRT,297.5200000000,33.8100000000,D
18.8317900000,104.0315500000,A,"63",6.1NRT,293.1400000000,19.3000000000,D
18.4482300000,101.9837100000,A,"80",6.1NRT,296.1700000000,81.1100000000,D
18.3335700000,101.3961600000,A,"82",6.1NRT,296.0200000000,96.6300000000,D
18.8602100000,104.1192100000,A,"43",6.1NRT,299.8500000000,21.6500000000,D
18.5175000000,102.2675900000,A,"69",6.1NRT,296.0000000000,34.7600000000,D
18.5126200000,102.2420200000,A,"63",6.1NRT,295.8100000000,22.7600000000,D
18.3762800000,101.5348000000,A,"24",6.1NRT,297.3800000000,38.5300000000,D
18.7822900000,103.6165800000,A,"76",6.1NRT,296.9700000000,38.7600000000,D
18.8555400000,103.9519600000,A,"72",6.1NRT,294.3100000000,30.2200000000,D
18.9000500000,104.1315300000,A,"60",6.1NRT,296.6400000000,20.1800000000,D
18.5594700000,102.1797300000,A,"100",6.1NRT,296.9700000000,470.4300000000,D
18.5549600000,102.1555700000,A,"90",6.1NRT,294.3700000000,168.6800000000,D
18.4986200000,101.7745400000,A,"82",6.1NRT,296.7700000000,100.2900000000,D
18.4549200000,101.7794700000,A,"49",6.1NRT,295.7000000000,23.8700000000,D
18.8979100000,103.9593100000,A,"66",6.1NRT,296.3600000000,32.4600000000,D
18.5621900000,102.1746100000,A,"100",6.1NRT,296.9500000000,565.5800000000,D
18.5575600000,102.1506500000,A,"78",6.1NRT,292.5800000000,72.7800000000,D
18.4985500000,101.7699200000,A,"78",6.1NRT,296.8700000000,108.3000000000,D
18.9701100000,104.1498100000,A,"68",6.1NRT,295.2700000000,23.5200000000,D
18.9914700000,104.1998100000,A,"93",6.1NRT,297.4700000000,119.1300000000,D
18.9005100000,103.6904200000,A,"59",6.1NRT,295.6100000000,14.6000000000,D
19.0070200000,104.2174800000,A,"78",6.1NRT,295.1800000000,38.6500000000,D
19.0036100000,104.1980900000,A,"100",6.1NRT,297.8100000000,564.0000000000,D
18.9512700000,103.6723500000,A,"79",6.1NRT,296.4800000000,47.1600000000,D
19.0587900000,104.0555100000,A,"49",6.1NRT,293.1500000000,21.4100000000,D
19.0556400000,104.0378500000,A,"80",6.1NRT,295.3700000000,46.6700000000,D
18.9639000000,103.5267300000,A,"50",6.1NRT,294.3700000000,16.7400000000,D
18.9011200000,103.1819800000,A,"66",6.1NRT,293.8800000000,35.9600000000,D
18.8728800000,103.0280500000,A,"64",6.1NRT,294.3900000000,28.8700000000,D
18.7353500000,102.2888900000,A,"60",6.1NRT,295.3100000000,20.6100000000,D
18.9907000000,103.6027900000,A,"31",6.1NRT,296.0600000000,17.0600000000,D
18.6709200000,101.8697100000,A,"68",6.1NRT,294.7800000000,44.7000000000,D
18.6655700000,101.8414500000,A,"73",6.1NRT,294.2800000000,117.3100000000,D
19.0771000000,104.0169900000,A,"90",6.1NRT,294.2000000000,99.6300000000,D
19.0672100000,104.0115700000,A,"29",6.1NRT,291.8300000000,42.4900000000,D
19.0829700000,104.0287400000,A,"55",6.1NRT,293.6300000000,28.3300000000,D
19.0798100000,104.0115100000,A,"78",6.1NRT,291.6100000000,40.5200000000,D
18.6716600000,101.8642000000,A,"77",6.1NRT,294.8100000000,72.5600000000,D
18.6661700000,101.8363300000,A,"76",6.1NRT,293.7400000000,88.8800000000,D
19.1239200000,104.1160000000,A,"51",6.1NRT,291.1600000000,22.1600000000,D
19.0980600000,103.9032400000,A,"76",6.1NRT,296.0000000000,36.4600000000,D
18.7993000000,102.2186400000,A,"74",6.1NRT,294.5400000000,53.6800000000,D
19.0833800000,103.5976800000,A,"51",6.1NRT,295.7800000000,20.1300000000,D
19.0695900000,103.4538300000,A,"31",6.1NRT,285.0000000000,13.6600000000,D
19.2008100000,103.9574900000,A,"71",6.1NRT,292.5600000000,36.6400000000,D
19.0937900000,103.2983800000,A,"43",6.1NRT,294.4700000000,15.6200000000,D
19.0900600000,103.2780500000,A,"56",6.1NRT,293.9700000000,18.2100000000,D
19.2305800000,103.9119400000,A,"67",6.1NRT,293.8900000000,24.7500000000,D
19.2329500000,103.9070400000,A,"44",6.1NRT,293.8200000000,16.9200000000,D
19.2442300000,103.6902000000,A,"62",6.1NRT,289.9900000000,24.2700000000,D
19.1379300000,103.1124700000,A,"55",6.1NRT,295.9400000000,22.5000000000,D
19.2347000000,103.5668000000,A,"66",6.1NRT,294.7400000000,23.1300000000,D
19.2310500000,103.5467500000,A,"80",6.1NRT,294.6100000000,54.4900000000,D
19.3392600000,104.0773200000,A,"31",6.1NRT,290.1700000000,11.9400000000,D
19.3364700000,104.0616400000,A,"80",6.1NRT,292.2000000000,47.5800000000,D
19.2421100000,103.4636700000,A,"81",6.1NRT,294.8500000000,65.2400000000,D
19.2006400000,103.2346300000,A,"70",6.1NRT,294.3300000000,33.3100000000,D
19.1900300000,103.1022500000,A,"69",6.1NRT,292.4900000000,35.9600000000,D
19.1859900000,103.0800200000,A,"19",6.1NRT,294.3700000000,27.6500000000,D
19.2458200000,103.4766800000,A,"56",6.1NRT,294.5800000000,20.9300000000,D
19.2421700000,103.4572000000,A,"78",6.1NRT,294.6400000000,52.8300000000,D
19.1989600000,103.2282400000,A,"68",6.1NRT,294.7900000000,32.8000000000,D
19.1871900000,103.0951100000,A,"74",6.1NRT,293.6100000000,46.3200000000,D
19.3210700000,103.4587700000,A,"72",6.1NRT,293.5200000000,32.5600000000,D
19.3174900000,103.4390300000,A,"83",6.1NRT,297.0700000000,64.5200000000,D
19.2761600000,103.2123600000,A,"54",6.1NRT,291.8500000000,22.1000000000,D
19.3335900000,103.4556400000,A,"80",6.1NRT,296.1800000000,54.1300000000,D
19.3329700000,103.4507500000,A,"80",6.1NRT,296.3600000000,51.3000000000,D
19.2633900000,103.0116900000,A,"40",6.1NRT,293.7000000000,17.9200000000,D
19.4660400000,103.9626800000,A,"51",6.1NRT,296.8500000000,24.6600000000,D
19.4785000000,103.9622000000,A,"43",6.1NRT,297.1000000000,20.5200000000,D
19.2922600000,102.5285900000,A,"33",6.1NRT,292.4800000000,17.4300000000,D
19.3058100000,102.5258100000,A,"87",6.1NRT,289.9300000000,333.4100000000,D
19.3015200000,102.5032000000,A,"87",6.1NRT,292.5700000000,371.0000000000,D
20.5597600000,109.9600000000,A,"79",6.1NRT,300.5200000000,39.4200000000,D
19.3373100000,102.4684800000,A,"0",6.1NRT,288.2200000000,20.1700000000,D
19.3913700000,102.7122300000,A,"39",6.1NRT,289.6700000000,16.2100000000,D
19.7373200000,104.4416400000,A,"43",6.1NRT,294.6100000000,13.8300000000,D
19.5846800000,103.5290600000,A,"42",6.1NRT,294.0700000000,13.3600000000,D
19.5813000000,103.5106300000,A,"66",6.1NRT,294.3700000000,23.9300000000,D
19.3973900000,102.5241900000,A,"74",6.1NRT,289.0900000000,66.9100000000,D
19.3929500000,102.5007700000,A,"76",6.1NRT,295.0700000000,56.4800000000,D
19.4010100000,102.3937500000,A,"56",6.1NRT,293.2300000000,26.2700000000,D
19.3969700000,102.3723200000,A,"83",6.1NRT,292.9600000000,90.4400000000,D
20.6829900000,110.1188800000,A,"76",6.1NRT,302.0100000000,10.3900000000,D
19.6117700000,103.3186800000,A,"35",6.1NRT,295.7100000000,21.7500000000,D
19.4425800000,102.3886600000,A,"80",6.1NRT,291.8100000000,168.4300000000,D
19.4384000000,102.3660700000,A,"84",6.1NRT,291.4700000000,144.5100000000,D
19.4032300000,102.3647200000,A,"45",6.1NRT,290.1900000000,34.1900000000,D
19.4674100000,102.6234400000,A,"17",6.1NRT,288.8700000000,22.0400000000,D
19.6835000000,103.7004900000,A,"50",6.1NRT,296.1700000000,15.8300000000,D
19.5997800000,103.2496400000,A,"42",6.1NRT,292.4800000000,19.3200000000,D
19.4354900000,102.3845000000,A,"84",6.1NRT,290.7400000000,249.0800000000,D
19.4308300000,102.3603500000,A,"71",6.1NRT,292.1400000000,54.9300000000,D
19.4628200000,102.4532200000,A,"36",6.1NRT,292.2500000000,16.2500000000,D
19.6409100000,103.3290900000,A,"81",6.1NRT,291.1500000000,86.7200000000,D
19.6368200000,103.3069400000,A,"90",6.1NRT,295.6500000000,185.9100000000,D
19.8456100000,104.2548900000,A,"55",6.1NRT,293.6400000000,18.6400000000,D
19.5397500000,102.4120800000,A,"22",6.1NRT,292.3500000000,21.5600000000,D
19.8691700000,104.2804600000,A,"73",6.1NRT,293.0200000000,28.8100000000,D
19.8128900000,103.6960800000,A,"42",6.1NRT,288.8200000000,16.3200000000,D
19.4390400000,101.6229100000,A,"65",6.1NRT,295.0000000000,30.3500000000,D
19.9244500000,104.1807200000,A,"67",6.1NRT,290.1400000000,41.2600000000,D
19.9214700000,104.1638600000,A,"62",6.1NRT,292.1300000000,54.1500000000,D
19.4102600000,101.3155000000,A,"57",6.1NRT,291.7600000000,43.7700000000,D
19.4096800000,101.3090500000,A,"64",6.1NRT,291.7800000000,48.3500000000,D
19.6057600000,102.2338600000,A,"51",6.1NRT,291.3900000000,36.8400000000,D
19.5783400000,101.8641700000,A,"54",6.1NRT,295.6500000000,18.6500000000,D
19.5729900000,101.8362200000,A,"62",6.1NRT,295.9100000000,20.9500000000,D
19.5807800000,101.8584000000,A,"52",6.1NRT,295.9200000000,24.2100000000,D
20.0866300000,103.9120300000,A,"66",6.1NRT,294.9000000000,19.9600000000,D
20.0791000000,103.9063900000,A,"42",6.1NRT,294.7800000000,11.6300000000,D
20.0845900000,103.8683200000,A,"64",6.1NRT,294.6200000000,18.0300000000,D
20.2219700000,104.2923000000,A,"53",6.1NRT,293.8500000000,13.2200000000,D
20.2191600000,104.2763600000,A,"60",6.1NRT,293.2200000000,16.4800000000,D
20.1449600000,103.8570800000,A,"62",6.1NRT,295.6100000000,15.3600000000,D
20.1349100000,103.8007300000,A,"85",6.1NRT,295.3500000000,69.0500000000,D
21.1334700000,109.9166400000,A,"79",6.1NRT,301.8100000000,16.0700000000,D
21.1321200000,109.9071100000,A,"65",6.1NRT,301.5100000000,6.3800000000,D
20.1914700000,103.9798200000,A,"71",6.1NRT,289.8900000000,38.7900000000,D
20.2283400000,104.2856200000,A,"65",6.1NRT,294.1500000000,19.1700000000,D
20.1381300000,103.7953600000,A,"79",6.1NRT,295.2000000000,44.5900000000,D
19.8628100000,102.2044900000,A,"67",6.1NRT,295.8500000000,26.1800000000,D
19.6618500000,100.7907300000,A,"50",6.1NRT,293.6500000000,21.8500000000,D
20.2952100000,103.8720500000,A,"83",6.1NRT,293.2100000000,88.2000000000,D
20.3224600000,103.8855100000,A,"59",6.1NRT,292.9100000000,21.2000000000,D
20.3402300000,103.9156200000,A,"40",6.1NRT,290.9800000000,14.9400000000,D
21.5672800000,110.8526300000,A,"58",6.1NRT,299.2600000000,5.1600000000,D
20.2524900000,102.4213500000,A,"76",6.1NRT,295.7700000000,45.9600000000,D
20.2483800000,102.3994100000,A,"78",6.1NRT,295.5400000000,52.0200000000,D
20.2598900000,102.4157000000,A,"80",6.1NRT,295.5900000000,58.3600000000,D
20.2551500000,102.3912900000,A,"37",6.1NRT,295.4200000000,27.5600000000,D
20.4094600000,102.8439500000,A,"65",6.1NRT,294.4900000000,24.9100000000,D
21.5036900000,109.3566000000,A,"57",6.1NRT,300.2400000000,6.4100000000,D
21.6283700000,109.6418600000,A,"73",6.1NRT,299.5900000000,12.4900000000,D
21.7018500000,109.6435400000,A,"64",6.1NRT,296.6400000000,8.1300000000,D
20.6192600000,103.0493300000,A,"79",6.1NRT,293.2800000000,51.5000000000,D
19.8058300000,98.9477800000,A,"31",6.1NRT,297.8300000000,128.7700000000,D
20.6318100000,103.0460700000,A,"73",6.1NRT,293.5300000000,39.2800000000,D
19.8229300000,98.9432500000,A,"37",6.1NRT,295.5300000000,112.9800000000,D
20.7565400000,103.0759000000,A,"61",6.1NRT,294.1200000000,17.5400000000,D
20.7599000000,103.0915200000,A,"54",6.1NRT,293.0100000000,12.6100000000,D
20.0742600000,98.9050900000,A,"25",6.1NRT,297.8500000000,48.3900000000,D
20.4158200000,100.1862700000,A,"68",6.1NRT,295.2100000000,48.0200000000,D
20.2722000000,98.7111700000,A,"67",6.1NRT,297.3500000000,61.9500000000,D
20.2722800000,98.7074500000,A,"63",6.1NRT,297.3300000000,59.5400000000,D
20.7788800000,98.7443400000,A,"58",6.1NRT,292.6100000000,47.4700000000,D
20.7801600000,98.7404900000,A,"54",6.1NRT,292.5200000000,37.9300000000,D
21.6224800000,102.6169700000,A,"57",6.1NRT,295.1300000000,16.8800000000,D
21.6959600000,102.7261000000,A,"47",6.1NRT,297.3100000000,13.4700000000,D
21.2209500000,100.2695700000,A,"65",6.1NRT,293.5700000000,50.1600000000,D
21.2170300000,100.2640000000,A,"59",6.1NRT,293.7100000000,38.2500000000,D
23.2402300000,110.9978200000,A,"49",6.1NRT,293.1400000000,6.9900000000,D
23.3052300000,110.7286400000,A,"60",6.1NRT,291.7700000000,9.7800000000,D
22.2435300000,103.1844300000,A,"63",6.1NRT,297.1400000000,15.3200000000,D
22.2464800000,103.1788100000,A,"73",6.1NRT,297.3000000000,27.3900000000,D
22.2444300000,102.4744600000,A,"55",6.1NRT,295.7800000000,13.5800000000,D
22.2408300000,102.4556300000,A,"68",6.1NRT,295.9100000000,26.0500000000,D
24.2669000000,111.6215900000,A,"91",6.1NRT,295.4300000000,52.8000000000,D
23.5726200000,104.8507000000,A,"71",6.1NRT,295.0700000000,16.9500000000,D
23.9270300000,106.2126500000,A,"59",6.1NRT,293.8400000000,7.9000000000,D
23.7295000000,104.7864800000,A,"59",6.1NRT,296.7900000000,10.6400000000,D
24.8447800000,111.9265500000,A,"51",6.1NRT,287.0500000000,12.3600000000,D
24.8431700000,111.9135100000,A,"67",6.1NRT,288.3600000000,11.8200000000,D
24.0514900000,106.3450500000,A,"47",6.1NRT,288.8000000000,5.6200000000,D
23.8914000000,105.2544100000,A,"54",6.1NRT,299.6900000000,15.2300000000,D
23.9038400000,105.2659900000,A,"35",6.1NRT,297.4700000000,8.2400000000,D
23.9016600000,105.2530600000,A,"78",6.1NRT,298.8100000000,22.6900000000,D
23.8626100000,104.8604700000,A,"38",6.1NRT,297.2700000000,7.4200000000,D
23.8984200000,104.8806300000,A,"64",6.1NRT,297.9300000000,14.3400000000,D
24.2584900000,106.6026100000,A,"0",6.1NRT,291.7600000000,10.8100000000,D
23.8772900000,104.3536000000,A,"53",6.1NRT,300.2400000000,7.2000000000,D
23.8320900000,103.9095500000,A,"66",6.1NRT,303.4600000000,14.0800000000,D
23.9843000000,104.3116700000,A,"47",6.1NRT,301.2000000000,9.2100000000,D
23.8854400000,103.6936300000,A,"54",6.1NRT,297.5700000000,12.1100000000,D
23.9562900000,103.9610800000,A,"74",6.1NRT,298.8400000000,22.7500000000,D
23.9424600000,103.8828800000,A,"73",6.1NRT,300.1500000000,20.1000000000,D
23.9673700000,103.9589900000,A,"57",6.1NRT,298.2200000000,13.5600000000,D
24.3438700000,106.1125500000,A,"49",6.1NRT,294.9400000000,11.5000000000,D
23.9979500000,103.9293800000,A,"67",6.1NRT,299.7200000000,14.7800000000,D
24.3877000000,105.3966700000,A,"71",6.1NRT,297.5100000000,13.9100000000,D
24.3856000000,105.3840900000,A,"56",6.1NRT,297.2200000000,5.8900000000,D
24.1243600000,103.8643800000,A,"52",6.1NRT,292.9100000000,10.8600000000,D
24.5060500000,105.9147500000,A,"65",6.1NRT,290.2900000000,16.8900000000,D
24.6920400000,106.6407500000,A,"65",6.1NRT,294.8000000000,21.3600000000,D
24.4682400000,105.0254700000,A,"71",6.1NRT,294.7200000000,15.6500000000,D
24.9925400000,105.3834500000,A,"61",6.1NRT,298.5700000000,7.8600000000,D
25.1887100000,105.8899100000,A,"57",6.1NRT,296.3100000000,5.0100000000,D
25.3462000000,104.9784500000,A,"59",6.1NRT,296.3200000000,9.4100000000,D
26.6732000000,105.8603100000,A,"42",6.1NRT,290.8400000000,10.4600000000,D
26.5467500000,98.5576900000,A,"78",6.1NRT,282.6800000000,100.2700000000,D
29.7110100000,115.1380500000,A,"60",6.1NRT,292.0100000000,13.1500000000,D
27.2357600000,96.2075900000,A,"81",6.1NRT,289.4000000000,160.1500000000,D
28.8668500000,104.3229900000,A,"16",6.1NRT,289.8800000000,3.7600000000,D
27.2354900000,96.2007800000,A,"81",6.1NRT,289.6000000000,177.1600000000,D
30.3802400000,103.9025700000,A,"40",6.1NRT,293.1700000000,6.6400000000,D
16.9789000000,96.1893500000,A,"66",6.1NRT,301.7700000000,56.4400000000,D
17.7762500000,95.0369400000,A,"68",6.1NRT,301.1900000000,45.4600000000,D
17.7726700000,95.0018400000,A,"87",6.1NRT,302.2500000000,155.9300000000,D
17.7867900000,95.0270800000,A,"79",6.1NRT,300.6900000000,83.1900000000,D
17.7834600000,94.9923400000,A,"81",6.1NRT,300.3600000000,93.5200000000,D
17.8396900000,94.9171900000,A,"24",6.1NRT,293.7500000000,21.6300000000,D
18.4779200000,95.7410300000,A,"69",6.1NRT,295.6200000000,64.0100000000,D
21.4293700000,93.9490000000,A,"73",6.1NRT,292.3400000000,91.0400000000,D
21.5040800000,93.9350800000,A,"69",6.1NRT,294.8700000000,73.5400000000,D
21.6052300000,92.7865100000,A,"83",6.1NRT,304.5400000000,91.2500000000,D
21.6086500000,92.7814300000,A,"55",6.1NRT,303.9600000000,57.1800000000,D
22.8913200000,92.4991400000,A,"79",6.1NRT,301.4700000000,71.7000000000,D
23.5425100000,92.7330200000,A,"40",6.1NRT,297.4500000000,20.4200000000,D
23.6062700000,92.4476700000,A,"60",6.1NRT,296.9400000000,29.6200000000,D
23.6095800000,92.4418900000,A,"44",6.1NRT,296.8100000000,21.7400000000,D
23.7480800000,92.6395900000,A,"93",6.1NRT,300.3400000000,221.9500000000,D
23.7962200000,92.6887200000,A,"35",6.1NRT,298.0600000000,18.0300000000,D
23.7978200000,92.6843600000,A,"31",6.1NRT,297.9900000000,18.0900000000,D
23.8285800000,92.5446700000,A,"45",6.1NRT,297.1600000000,25.7800000000,D
23.8262500000,92.5194600000,A,"76",6.1NRT,298.7800000000,66.6500000000,D
23.8428400000,92.5431400000,A,"76",6.1NRT,298.0100000000,65.2200000000,D
23.8404700000,92.5178600000,A,"87",6.1NRT,299.5000000000,136.4100000000,D
23.8842700000,92.6755600000,A,"33",6.1NRT,298.3800000000,20.2100000000,D
23.8473500000,92.5362100000,A,"19",6.1NRT,298.2700000000,49.0000000000,D
23.8781600000,92.3998000000,A,"52",6.1NRT,299.8600000000,19.6100000000,D
24.0743100000,92.6192300000,A,"86",6.1NRT,299.5200000000,131.4600000000,D
24.0717700000,92.5926400000,A,"77",6.1NRT,298.9400000000,71.2500000000,D
24.0779900000,92.6115000000,A,"90",6.1NRT,299.8700000000,171.8600000000,D
24.0820400000,92.4961400000,A,"46",6.1NRT,297.6800000000,22.0500000000,D
24.1317700000,92.4135800000,A,"83",6.1NRT,299.3100000000,96.3000000000,D
24.1293000000,92.3877600000,A,"92",6.1NRT,300.2800000000,179.7100000000,D
24.1589700000,92.5470000000,A,"69",6.1NRT,298.9200000000,41.9600000000,D
24.1434500000,92.3863000000,A,"36",6.1NRT,299.8500000000,21.2600000000,D
24.1409900000,92.3608500000,A,"67",6.1NRT,299.2900000000,34.2800000000,D
24.1345900000,92.4078100000,A,"90",6.1NRT,299.6200000000,159.7700000000,D
24.1323500000,92.3826800000,A,"87",6.1NRT,300.0300000000,124.5700000000,D
24.1609000000,92.5415200000,A,"69",6.1NRT,299.1000000000,43.4000000000,D
24.1441800000,92.3554800000,A,"61",6.1NRT,299.4500000000,27.7600000000,D
24.2537900000,93.4391600000,A,"62",6.1NRT,297.2400000000,51.3400000000,D
24.2507400000,93.4031100000,A,"69",6.1NRT,295.8100000000,67.8500000000,D
24.3210800000,92.6573600000,A,"77",6.1NRT,299.6900000000,72.6200000000,D
24.3537100000,92.8510800000,A,"59",6.1NRT,299.4100000000,34.1100000000,D
24.3221800000,92.6526000000,A,"78",6.1NRT,299.8900000000,76.2200000000,D
24.3534800000,92.8462000000,A,"52",6.1NRT,299.4000000000,28.2100000000,D
24.4916400000,93.5690000000,A,"93",6.1NRT,296.5300000000,291.6700000000,D
24.4886400000,93.5343900000,A,"100",6.1NRT,304.1700000000,1337.4900000000,D
24.4885600000,93.5612000000,A,"100",6.1NRT,298.4100000000,716.9400000000,D
24.4856400000,93.5244400000,A,"100",6.1NRT,302.1300000000,923.7300000000,D
24.4761000000,93.4054300000,A,"40",6.1NRT,297.8100000000,32.8200000000,D
24.6985800000,93.6988700000,A,"31",6.1NRT,296.3100000000,28.7700000000,D
24.7886800000,93.6850500000,A,"69",6.1NRT,296.9800000000,66.3400000000,D
24.7859900000,93.6536400000,A,"65",6.1NRT,297.7400000000,56.6800000000,D
24.7823000000,93.6814400000,A,"76",6.1NRT,297.7100000000,94.6500000000,D
24.7796300000,93.6476500000,A,"54",6.1NRT,297.6400000000,38.4000000000,D
25.2383700000,94.5236600000,A,"40",6.1NRT,301.3700000000,56.4100000000,D
25.1683500000,92.3600900000,A,"70",6.1NRT,297.9600000000,45.5900000000,D
25.3138500000,93.8950900000,A,"76",6.1NRT,292.5500000000,104.9200000000,D
25.3053300000,93.8901700000,A,"77",6.1NRT,293.3600000000,107.0200000000,D
25.2680700000,92.4794600000,A,"63",6.1NRT,295.1100000000,34.8300000000,D
25.5737200000,93.7896700000,A,"77",6.1NRT,289.9000000000,104.8000000000,D
25.5713400000,93.7596500000,A,"79",6.1NRT,292.8400000000,115.8300000000,D
25.5682500000,93.7850300000,A,"84",6.1NRT,291.5300000000,152.2300000000,D
25.7093400000,94.3610700000,A,"66",6.1NRT,292.1100000000,63.3000000000,D
25.7139400000,94.3581800000,A,"74",6.1NRT,292.7700000000,97.5700000000,D
25.8344100000,94.6256400000,A,"63",6.1NRT,293.4600000000,64.9100000000,D
25.8059500000,94.2504600000,A,"70",6.1NRT,296.5700000000,71.4000000000,D
25.8223600000,94.2480600000,A,"42",6.1NRT,295.8600000000,42.0600000000,D
25.8394100000,94.6135600000,A,"48",6.1NRT,291.7400000000,43.2800000000,D
25.8132500000,94.2405900000,A,"77",6.1NRT,296.7200000000,110.3800000000,D
25.9153100000,94.2719000000,A,"72",6.1NRT,295.9000000000,85.9800000000,D
25.9062700000,94.3069400000,A,"39",6.1NRT,295.7700000000,29.8800000000,D
25.9033200000,94.2652400000,A,"65",6.1NRT,295.4500000000,61.4500000000,D
25.9636700000,94.1830700000,A,"46",6.1NRT,294.1200000000,35.8700000000,D
26.0179200000,94.6836200000,A,"100",6.1NRT,301.2800000000,1673.4800000000,D
26.0148900000,94.6426600000,A,"88",6.1NRT,296.6400000000,266.6100000000,D
26.0350800000,94.6842000000,A,"100",6.1NRT,296.3200000000,1383.3800000000,D
26.0317000000,94.6392100000,A,"96",6.1NRT,294.3000000000,481.9800000000,D
26.0226800000,94.6760100000,A,"100",6.1NRT,306.8100000000,3216.1700000000,D
26.0197600000,94.6329900000,A,"82",6.1NRT,295.4700000000,177.6100000000,D
26.0396500000,94.6739200000,A,"46",6.1NRT,293.3800000000,53.2100000000,D
26.0987700000,94.5474500000,A,"85",6.1NRT,291.8600000000,225.1900000000,D
26.0960400000,94.5106400000,A,"51",6.1NRT,292.0200000000,49.4200000000,D
25.7764400000,90.8400400000,A,"61",6.1NRT,300.8700000000,17.4200000000,D
25.7743500000,90.8353400000,A,"62",6.1NRT,301.0200000000,17.9500000000,D
26.1018100000,94.5437500000,A,"86",6.1NRT,291.9300000000,236.8900000000,D
26.1362900000,94.7988900000,A,"50",6.1NRT,287.7100000000,86.7800000000,D
26.1553500000,94.5800600000,A,"90",6.1NRT,292.5000000000,458.5600000000,D
26.1528600000,94.5451000000,A,"82",6.1NRT,293.0600000000,182.7100000000,D
25.9157500000,91.2097500000,A,"66",6.1NRT,298.2100000000,25.0000000000,D
26.1607500000,94.5742700000,A,"88",6.1NRT,293.2100000000,405.9400000000,D
26.2622400000,94.3353400000,A,"39",6.1NRT,291.4100000000,44.7300000000,D
26.2596300000,94.3004800000,A,"79",6.1NRT,295.1800000000,189.1700000000,D
26.2662800000,94.3303900000,A,"61",6.1NRT,292.5000000000,69.0300000000,D
26.2639300000,94.2963800000,A,"81",6.1NRT,295.1900000000,165.0900000000,D
26.6107900000,93.4661700000,A,"55",6.1NRT,292.5200000000,46.1600000000,D
26.6081100000,93.4315700000,A,"62",6.1NRT,291.1000000000,47.5600000000,D
26.6217900000,93.4574000000,A,"45",6.1NRT,290.9800000000,60.8500000000,D
26.7267000000,91.0138400000,A,"48",6.1NRT,294.6900000000,20.2200000000,D
26.7244400000,90.9906400000,A,"63",6.1NRT,295.2100000000,24.8900000000,D
26.7354000000,91.0076200000,A,"61",6.1NRT,294.6800000000,25.3300000000,D
27.9930400000,95.4566500000,T,"63",6.1NRT,287.2000000000,12.8200000000,N
27.9905100000,95.4421500000,T,"100",6.1NRT,288.4400000000,35.9700000000,N
28.0010600000,95.4397400000,T,"70",6.1NRT,288.3400000000,14.6300000000,N
13.2684000000,105.1099500000,T,"22",6.1NRT,277.0400000000,5.0900000000,N
13.7786800000,105.6755100000,T,"10",6.1NRT,280.2700000000,4.1400000000,N
13.7860800000,105.6252600000,T,"81",6.1NRT,277.2600000000,12.8900000000,N
14.0495300000,105.1721800000,T,"45",6.1NRT,279.3600000000,5.0100000000,N
13.6579300000,102.3036800000,T,"90",6.1NRT,293.5000000000,12.3200000000,N
13.6565700000,102.2943000000,T,"20",6.1NRT,292.9200000000,5.1400000000,N
14.0934600000,104.8858200000,T,"59",6.1NRT,288.5400000000,5.1800000000,N
14.1027100000,104.8844800000,T,"100",6.1NRT,289.2600000000,28.6500000000,N
14.0872600000,101.2285200000,T,"52",6.1NRT,292.8500000000,3.7100000000,N
14.0795600000,101.1778100000,T,"69",6.1NRT,293.2300000000,6.1100000000,N
14.8313700000,106.3088700000,T,"57",6.1NRT,286.5900000000,6.8800000000,N
15.0021700000,106.9342300000,T,"100",6.1NRT,288.4000000000,37.5900000000,N
15.0005500000,106.9213100000,T,"100",6.1NRT,288.8800000000,38.6100000000,N
14.1397400000,99.7867300000,T,"89",6.1NRT,291.5200000000,16.6500000000,N
